label,sessions,drives,total_sessions,n_days_after_onboarding,total_navigations_fav1,total_navigations_fav2,driven_km_drives,duration_minutes_drives,activity_days,driving_days,device,churn,km_per_drive,minutes_per_drive,drives_per_session,activity_rate,driving_rate,total_fav_navigations
retained,189,152,360.0198051,2852,155,11,10191.25374,1807.313539,28,20,iPhone,0,67.0477219736842,11.89022065131579,0.8042328042328042,0.009817671809256662,0.0070126227208976155,166
retained,103,83,137.9824189,663,142,2,5258.695354,2695.279102,15,9,iPhone,0,63.35777534939759,32.47324219277108,0.8058252427184466,0.02262443438914027,0.013574660633484163,144
retained,25,25,64.43331683,25,0,0,878.826898,183.6995519,25,18,Android,0,35.15307592,7.347982075999999,1.0,1.0,0.72,0
retained,202,202,255.8525408,471,61,41,6103.628812,2827.578389,24,14,Android,0,30.21598421782178,13.997912816831683,1.0,0.050955414012738856,0.029723991507430998,102
churned,30,30,81.23168143,1039,0,0,7679.620699,490.239529,22,16,iPhone,1,255.98735663333335,16.341317633333333,1.0,0.021174205967276226,0.015399422521655439,0
retained,99,87,215.4809554,2234,120,0,4305.556868,2483.33604,25,19,Android,0,49.489159402298846,28.544092413793106,0.8787878787878788,0.011190689346463742,0.008504923903312443,120
retained,65,52,95.8749383,3092,163,0,8558.371565,3737.17128,13,7,Android,0,164.5840685576923,71.86867846153847,0.8,0.004204398447606727,0.002263906856403622,163
retained,18,18,442.2437366,2535,99,0,4141.890064,2476.327128,21,17,Android,0,230.10500355555556,137.57372933333332,1.0,0.008284023668639054,0.0067061143984220905,99
churned,387,309,457.0053455,773,312,52,4864.495149,1668.707107,15,11,iPhone,1,15.742702747572817,5.400346624595469,0.7984496124031008,0.019404915912031046,0.014230271668822769,364
retained,118,95,198.4113218,1813,58,0,780.6807165,647.1239605,15,14,iPhone,0,8.217691752631579,6.811831163157894,0.8050847457627118,0.00827357970215113,0.007722007722007722,58
retained,69,58,241.2906214,3265,57,64,4620.934492,3551.528922,17,17,iPhone,0,79.6712843448276,61.233257275862066,0.8405797101449275,0.005206738131699847,0.005206738131699847,121
retained,77,69,96.52955618,207,189,62,1284.933889,982.0254773,17,16,iPhone,0,18.622230275362316,14.232253294202899,0.8961038961038961,0.0821256038647343,0.07729468599033816,251
retained,148,119,151.7290438,1166,0,18,1317.48355,871.6282196,8,4,iPhone,0,11.071290336134453,7.324606887394958,0.8040540540540541,0.00686106346483705,0.003430531732418525,18
retained,256,206,319.2566441,3322,59,57,2376.523406,820.3504724,17,17,iPhone,0,11.536521388349513,3.9822838466019417,0.8046875,0.005117399157134257,0.005117399157134257,116
retained,91,73,227.7439976,3069,112,33,4579.458374,765.2062369,17,10,Android,0,62.73230649315068,10.48227721780822,0.8021978021978022,0.005539263603779733,0.0032583903551645487,145
retained,191,153,321.5140475,3032,334,0,10745.64456,7157.124813,21,20,iPhone,0,70.23297098039217,46.77859354901961,0.8010471204188482,0.006926121372031662,0.006596306068601583,334
retained,38,31,58.80577999,1376,0,0,4754.919819,3905.086265,7,3,iPhone,0,153.38451029032257,125.97052467741935,0.8157894736842105,0.005087209302325582,0.002180232558139535,0
retained,84,69,90.24798969,1628,32,0,5465.938694,1827.251519,11,10,iPhone,0,79.21650281159421,26.481906072463765,0.8214285714285714,0.006756756756756757,0.006142506142506142,32
churned,96,80,182.3839112,1292,6,45,1932.696735,440.6943471,0,0,iPhone,1,24.1587091875,5.50867933875,0.8333333333333334,0.0,0.0,51
retained,179,143,307.3726175,2981,94,0,2010.335814,710.6087001,11,11,Android,0,14.058292405594406,4.9692916090909085,0.7988826815642458,0.0036900369003690036,0.0036900369003690036,94
churned,70,58,149.2410072,186,457,0,2258.104757,632.3301423,14,14,iPhone,1,38.93284063793104,10.902243832758622,0.8285714285714286,0.07526881720430108,0.07526881720430108,457
retained,270,216,435.7216717,1743,1,0,2897.459778,693.0655356,25,21,Android,0,13.414165638888889,3.2086367388888886,0.8,0.01434308663224326,0.012048192771084338,1
retained,24,19,52.4646532,1239,40,0,5900.020527,3676.129368,25,17,iPhone,0,310.5273961578947,193.48049305263157,0.7916666666666666,0.020177562550443905,0.013720742534301856,40
retained,131,105,152.4862723,1906,489,49,11271.94166,3709.551253,5,1,iPhone,0,107.35182533333334,35.329059552380954,0.8015267175572519,0.0026232948583420775,0.0005246589716684155,538
retained,23,20,46.69795005,2128,152,0,3416.07579,1769.444589,27,18,iPhone,0,170.8037895,88.47222945,0.8695652173913043,0.01268796992481203,0.008458646616541353,152
retained,38,32,136.70374,307,39,0,7563.763994,4415.720558,5,1,iPhone,0,236.3676248125,137.9912674375,0.8421052631578947,0.016286644951140065,0.003257328990228013,39
retained,194,192,257.9570808,1575,0,47,5081.5944,3633.369694,9,9,iPhone,0,26.4666375,18.923800489583332,0.9896907216494846,0.005714285714285714,0.005714285714285714,47
churned,40,33,286.9739677,340,342,0,3450.659715,605.8135732,20,20,Android,1,104.5654459090909,18.357987066666666,0.825,0.058823529411764705,0.058823529411764705,342
retained,66,53,144.7140936,2631,669,29,6606.675141,2628.819826,7,2,iPhone,0,124.65424794339621,49.6003740754717,0.803030303030303,0.0026605853287723297,0.0007601672367920942,698
retained,10,10,90.61261218,1490,0,0,3253.361193,263.5163036,26,23,iPhone,0,325.3361193,26.35163036,1.0,0.0174496644295302,0.015436241610738255,0
retained,2,2,27.48652981,1241,94,9,3778.172248,1224.263372,24,22,iPhone,0,1889.086124,612.131686,1.0,0.019339242546333603,0.017727639000805803,103
retained,315,252,345.0137536,3028,168,17,3898.038498,2294.008468,19,16,iPhone,0,15.468406738095238,9.103208206349207,0.8,0.006274768824306473,0.005284015852047556,185
retained,143,114,300.1288584,3338,0,125,7912.275511,6066.397755,18,18,iPhone,0,69.40592553508772,53.21401539473684,0.7972027972027972,0.005392450569203115,0.005392450569203115,125
retained,138,110,153.5578465,2501,230,24,2625.028632,1130.085087,1,1,iPhone,0,23.863896654545453,10.27350079090909,0.7971014492753623,0.00039984006397441024,0.00039984006397441024,254
churned,27,27,392.9917766,366,38,55,7339.176183,2163.38942,1,0,Android,1,271.8213401111111,80.12553407407407,1.0,0.00273224043715847,0.0,93
churned,124,101,198.2960284,2761,485,21,9550.572383,6010.710294,18,10,iPhone,1,94.56012260396041,59.5119831089109,0.8145161290322581,0.0065193770373053244,0.003621876131836291,506
retained,32,26,373.1853546,1898,205,9,3269.931848,2214.076524,7,7,Android,0,125.76660953846155,85.1567893846154,0.8125,0.0036880927291886197,0.0036880927291886197,214
churned,135,108,159.92912,1442,27,0,760.356521,544.5400499,20,13,iPhone,1,7.040338157407408,5.042037499074074,0.8,0.013869625520110958,0.009015256588072122,27
retained,150,150,271.2154297,2006,102,0,1826.749557,1502.846633,15,11,iPhone,0,12.17833038,10.018977553333334,1.0,0.007477567298105683,0.005483549351944167,102
retained,87,70,653.1998273,2851,0,5,2566.64351,1635.812295,15,14,iPhone,0,36.666335857142855,23.368747071428572,0.8045977011494253,0.00526131182041389,0.004910557699052964,5
retained,136,109,193.1897492,1672,105,42,5364.392186,1610.680996,27,18,Android,0,49.214607211009174,14.776889871559634,0.8014705882352942,0.016148325358851676,0.01076555023923445,147
retained,28,27,55.3390658,1584,10,18,7613.940673,4137.284179,25,23,iPhone,0,281.9978027037037,153.2327473703704,0.9642857142857143,0.015782828282828284,0.01452020202020202,28
churned,125,104,144.580297,1058,201,54,3442.216288,2314.514438,2,2,iPhone,1,33.09823353846154,22.25494651923077,0.832,0.001890359168241966,0.001890359168241966,255
retained,98,80,122.6799275,2706,436,5,3632.762989,1992.164117,28,21,iPhone,0,45.4095373625,24.9020514625,0.8163265306122449,0.010347376201034738,0.007760532150776054,441
retained,23,19,41.00080605,2785,14,19,2565.842633,134.8367148,4,1,iPhone,0,135.04434910526317,7.096669200000001,0.8260869565217391,0.001436265709156194,0.0003590664272890485,33
retained,32,32,196.4047306,1752,115,18,2564.457219,1058.021869,6,6,Android,0,80.13928809375,33.06318340625,1.0,0.003424657534246575,0.003424657534246575,133
retained,18,15,27.3342983,1135,430,0,1333.761653,166.9178047,31,29,iPhone,0,88.91744353333334,11.127853646666667,0.8333333333333334,0.027312775330396475,0.02555066079295154,430
retained,76,61,122.3234369,2276,259,93,2203.938525,1156.394574,9,9,iPhone,0,36.13013975409836,18.957288098360653,0.8026315789473685,0.003954305799648506,0.003954305799648506,352
retained,78,63,147.4909529,3356,232,22,3984.074249,2524.308045,29,26,iPhone,0,63.23927379365079,40.06838166666667,0.8076923076923077,0.00864123957091776,0.0077473182359952325,254
retained,250,207,463.1505121,2223,37,0,3394.588062,1157.942684,13,9,iPhone,0,16.398976144927534,5.593926009661836,0.828,0.005847953216374269,0.004048582995951417,37
retained,53,43,214.8979867,381,0,0,1012.974379,782.6557957,1,0,iPhone,0,23.55754369767442,18.201297574418604,0.8113207547169812,0.0026246719160104987,0.0,0
churned,114,92,150.4103676,2079,643,0,1931.331106,1423.299635,6,6,iPhone,1,20.99272941304348,15.47064820652174,0.8070175438596491,0.002886002886002886,0.002886002886002886,643
retained,8,8,175.8908239,2856,50,149,6825.749458,3449.343429,3,3,iPhone,0,853.21868225,431.167928625,1.0,0.0010504201680672268,0.0010504201680672268,199
churned,7,7,318.6530199,1975,42,102,2626.53729,1226.864904,8,6,iPhone,1,375.21961285714286,175.26641485714285,1.0,0.004050632911392405,0.0030379746835443038,144
churned,94,76,153.763238,2590,0,97,10057.45919,7273.620736,3,3,Android,1,132.33498934210525,95.705536,0.8085106382978723,0.0011583011583011582,0.0011583011583011582,97
retained,18,15,351.6041495,1147,289,0,4573.294162,1769.364502,25,21,iPhone,0,304.8862774666667,117.95763346666666,0.8333333333333334,0.021795989537925022,0.018308631211857017,289
retained,5,4,83.48374527,2465,131,0,1673.809716,1254.530343,5,5,iPhone,0,418.452429,313.63258575,0.8,0.002028397565922921,0.002028397565922921,131
retained,61,50,151.0511321,232,22,0,5677.944947,2479.067061,14,8,Android,0,113.55889894,49.581341220000006,0.819672131147541,0.0603448275862069,0.034482758620689655,22
retained,33,31,83.08889924,1059,0,47,1879.772755,1383.753959,17,11,Android,0,60.63783080645161,44.637224483870966,0.9393939393939394,0.016052880075542966,0.010387157695939566,47
retained,68,55,384.0116543,737,33,79,8743.847348,3347.066847,7,7,Android,0,158.97904269090907,60.85576085454546,0.8088235294117647,0.009497964721845319,0.009497964721845319,112
retained,164,132,167.8798229,816,0,30,1601.709759,938.9276163,18,12,Android,0,12.134164840909092,7.113088002272727,0.8048780487804879,0.022058823529411766,0.014705882352941176,30
churned,0,0,263.6463152,2233,175,151,3020.239328,1707.593246,11,11,Android,1,0.0,0.0,0.0,0.0049261083743842365,0.0049261083743842365,326
churned,43,37,167.6937414,430,0,6,3595.874309,2781.913815,31,23,iPhone,1,97.18579213513513,75.18685986486486,0.8604651162790697,0.07209302325581396,0.053488372093023255,6
retained,31,31,86.32278056,2990,113,0,4764.677439,644.3349709,13,13,iPhone,0,153.69927222580645,20.784999061290325,1.0,0.004347826086956522,0.004347826086956522,113
retained,267,217,318.3537254,3487,126,122,8194.733067,6592.627226,27,20,iPhone,0,37.76374685253456,30.380770626728108,0.8127340823970037,0.007743045597935188,0.005735589331803843,248
retained,164,133,392.1098712,3133,46,29,3229.642762,2311.052881,16,16,Android,0,24.283028285714284,17.37633745112782,0.8109756097560976,0.005106926268751995,0.005106926268751995,75
retained,100,82,171.4036358,1438,227,42,8661.639502,6874.404545,31,28,Android,0,105.62975002439025,83.83420176829269,0.82,0.021557719054242003,0.019471488178025034,269
retained,9,9,53.27902429,2439,127,0,2160.024068,1772.15845,12,12,iPhone,0,240.00267422222225,196.90649444444443,1.0,0.004920049200492005,0.004920049200492005,127
retained,19,19,232.0237413,577,85,8,4839.454451,2301.725741,4,0,iPhone,0,254.70812899999999,121.1434600526316,1.0,0.006932409012131715,0.0,93
retained,41,33,109.1307466,3415,46,63,2987.236048,1570.526593,28,20,iPhone,0,90.52230448484849,47.59171493939394,0.8048780487804879,0.008199121522693998,0.005856515373352855,109
retained,8,7,271.2561869,773,115,0,11787.59074,7000.343867,31,26,iPhone,0,1683.9415342857142,1000.0491238571428,0.875,0.040103492884864166,0.03363518758085381,115
retained,103,83,559.5057958,1035,3,0,963.0612033,646.548531,19,17,Android,0,11.603147027710843,7.7897413373493976,0.8058252427184466,0.018357487922705314,0.01642512077294686,3
retained,3,3,118.640903,1361,0,10,2531.173519,1185.671395,20,20,iPhone,0,843.7245063333334,395.2237983333334,1.0,0.014695077149155033,0.014695077149155033,10
retained,19,18,49.91001478,1597,4,0,1999.841326,805.1050754,9,5,iPhone,0,111.10229588888889,44.728059744444444,0.9473684210526315,0.005635566687539136,0.0031308703819661866,4
retained,82,74,190.3712688,2704,25,0,2443.775395,1891.953616,15,14,iPhone,0,33.02399182432433,25.566940756756757,0.9024390243902439,0.005547337278106509,0.005177514792899409,25
retained,24,20,25.12584062,269,102,3,1586.479586,926.5649354,1,1,iPhone,0,79.32397929999999,46.32824677,0.8333333333333334,0.0037174721189591076,0.0037174721189591076,105
retained,26,25,117.1147842,2610,7,0,7659.102669,2112.352934,17,10,iPhone,0,306.36410675999997,84.49411736,0.9615384615384616,0.006513409961685823,0.0038314176245210726,7
retained,94,76,95.09761479,3286,5,192,2885.77324,1086.28234,10,5,iPhone,0,37.97070052631579,14.293188684210525,0.8085106382978723,0.0030432136335970784,0.0015216068167985392,197
retained,103,83,295.3318644,1051,72,56,3114.950402,1553.930009,1,1,Android,0,37.52952291566265,18.72204830120482,0.8058252427184466,0.0009514747859181732,0.0009514747859181732,128
churned,148,120,378.8108418,1117,146,0,4857.973635,2318.090167,0,0,iPhone,1,40.483113625,19.31741805833333,0.8108108108108109,0.0,0.0,146
churned,18,15,168.7832594,618,21,31,7258.649357,5516.169951,10,4,iPhone,1,483.90995713333336,367.7446634,0.8333333333333334,0.016181229773462782,0.006472491909385114,52
retained,20,20,34.14657321,1060,44,2,6475.609187,1807.448592,12,12,iPhone,0,323.78045935,90.3724296,1.0,0.011320754716981131,0.011320754716981131,46
retained,30,30,50.83189338,3177,44,5,1941.710163,1254.964606,2,2,iPhone,0,64.7236721,41.83215353333333,1.0,0.0006295247088448222,0.0006295247088448222,49
retained,62,50,165.6858039,2821,61,44,3843.42255,259.1276102,26,17,iPhone,0,76.868451,5.182552204,0.8064516129032258,0.009216589861751152,0.006026231832683446,105
retained,170,139,234.2520715,2866,49,14,4750.595968,1465.566197,29,19,Android,0,34.17694941007194,10.543641705035972,0.8176470588235294,0.010118632240055827,0.006629448709002094,63
churned,67,54,80.11292811,1063,0,0,1087.666654,877.5712627,8,8,iPhone,1,20.141975074074075,16.25131967962963,0.8059701492537313,0.007525870178739417,0.007525870178739417,0
churned,274,219,388.1033302,727,261,12,10922.78471,6014.325008,4,2,Android,1,49.87572926940639,27.462671269406393,0.7992700729927007,0.005502063273727648,0.002751031636863824,273
retained,14,12,136.8060162,2683,34,2,2412.419486,1099.837934,20,17,Android,0,201.03495716666666,91.65316116666666,0.8571428571428571,0.007454342154304882,0.00633619083115915,36
retained,23,19,37.82008662,53,498,21,5517.330952,3840.856101,0,0,iPhone,0,290.38583957894735,202.15032110526315,0.8260869565217391,0.0,0.0,519
churned,183,149,282.0118838,747,48,0,14481.54854,6616.776857,9,5,Android,1,97.19160093959731,44.407898369127516,0.8142076502732241,0.012048192771084338,0.006693440428380187,48
retained,57,46,199.5720015,3077,25,28,4913.265969,528.1794824,8,6,iPhone,0,106.81012976086957,11.482162660869564,0.8070175438596491,0.0025999350016249595,0.0019499512512187196,53
retained,8,7,40.10724219,1909,93,0,3842.214102,2511.444843,15,15,iPhone,0,548.8877288571429,358.77783471428575,0.875,0.00785751702462022,0.00785751702462022,93
churned,5,5,48.37423908,2506,195,0,1422.967659,830.7743179,13,7,Android,1,284.5935318,166.15486358,1.0,0.0051875498802873106,0.002793296089385475,195
retained,133,110,209.6565502,1992,120,8,3069.962123,1350.521942,27,25,Android,0,27.90874657272727,12.2774722,0.8270676691729323,0.01355421686746988,0.012550200803212851,128
retained,125,125,410.5136525,1493,28,71,7932.157349,2623.587971,12,10,iPhone,0,63.457258792,20.988703768,1.0,0.008037508372404554,0.006697923643670462,99
retained,4,4,48.33385268,1322,101,0,14361.71922,9711.367545,6,6,Android,0,3590.429805,2427.84188625,1.0,0.0045385779122541605,0.0045385779122541605,101
retained,101,81,319.043935,2456,0,285,9139.723694,1511.47498,11,11,iPhone,0,112.83609498765432,18.660184938271605,0.801980198019802,0.004478827361563518,0.004478827361563518,285
retained,153,123,307.3994674,238,77,76,11534.07579,2099.729491,20,17,iPhone,0,93.77297390243903,17.070971471544716,0.803921568627451,0.08403361344537816,0.07142857142857142,153
retained,63,51,354.9836464,388,108,33,2555.974591,633.5873369,7,1,iPhone,0,50.11714884313726,12.423281115686274,0.8095238095238095,0.01804123711340206,0.002577319587628866,141
retained,50,40,84.59003698,3400,51,0,3617.577097,389.611981,13,10,iPhone,0,90.43942742499999,9.740299525000001,0.8,0.003823529411764706,0.0029411764705882353,51
churned,285,228,436.5588025,2093,7,33,3527.481475,1005.205968,2,0,iPhone,1,15.471409978070175,4.408798105263158,0.8,0.0009555661729574773,0.0,40
churned,20,19,306.8989621,1918,0,73,4910.363691,1115.319196,5,5,Android,1,258.4401942631579,58.70101031578947,0.95,0.0026068821689259644,0.0026068821689259644,73
retained,39,34,110.8179124,37,176,0,5580.691934,3097.746446,10,9,iPhone,0,164.13799805882354,91.1101895882353,0.8717948717948718,0.2702702702702703,0.24324324324324326,176
retained,37,30,72.13001549,1398,29,29,2645.590441,414.181463,5,5,iPhone,0,88.18634803333333,13.806048766666667,0.8108108108108109,0.00357653791130186,0.00357653791130186,58
retained,130,128,169.4634319,2928,42,74,1945.061877,1439.460824,2,2,Android,0,15.1957959140625,11.2457876875,0.9846153846153847,0.0006830601092896175,0.0006830601092896175,116
retained,26,21,52.78372974,2799,147,26,2570.236399,1424.175989,20,14,Android,0,122.39220947619047,67.81790423809524,0.8076923076923077,0.007145409074669525,0.005001786352268668,173
retained,94,75,95.35836233,1992,70,32,4703.990929,3676.935794,22,13,Android,0,62.71987905333333,49.025810586666665,0.7978723404255319,0.01104417670682731,0.006526104417670682,102
retained,43,43,145.4185336,659,0,3,2725.196875,1754.602536,23,14,iPhone,0,63.37667151162791,40.80471013953488,1.0,0.03490136570561457,0.021244309559939303,3
churned,52,46,75.84420886,2463,436,7,3911.255742,1494.258414,2,2,Android,1,85.02729873913043,32.48387856521739,0.8846153846153846,0.0008120178643930166,0.0008120178643930166,443
retained,71,58,123.9033897,3196,117,29,7329.890603,1666.763477,25,16,iPhone,0,126.37742418965517,28.737301327586206,0.8169014084507042,0.007822277847309137,0.0050062578222778474,146
retained,92,81,293.4386978,514,276,44,7686.083065,1207.799794,19,13,iPhone,0,94.88991438271604,14.911108567901234,0.8804347826086957,0.03696498054474708,0.02529182879377432,320
retained,49,39,617.9270388,78,126,51,4772.509343,2837.036812,28,20,iPhone,0,122.37203443589743,72.74453364102564,0.7959183673469388,0.358974358974359,0.2564102564102564,177
retained,419,336,435.9527651,1493,137,3,560.9062442,364.8726667,21,15,Android,0,1.6693638220238094,1.085930555654762,0.801909307875895,0.01406563965170797,0.010046885465505693,140
churned,33,28,62.5900179,2552,56,0,8050.643778,3344.76479,14,10,iPhone,1,287.5229920714286,119.45588535714286,0.8484848484848485,0.0054858934169279,0.003918495297805642,56
churned,69,56,147.2081684,1350,242,46,4672.384067,2557.659756,5,5,iPhone,1,83.43542976785714,45.67249564285714,0.8115942028985508,0.003703703703703704,0.003703703703703704,288
retained,136,119,187.8134591,2607,89,32,1517.983058,1010.798956,4,4,iPhone,0,12.756160151260504,8.49410887394958,0.875,0.0015343306482546988,0.0015343306482546988,121
retained,65,53,149.7901745,1303,0,24,3760.793394,2761.41507,24,24,iPhone,0,70.9583659245283,52.10217113207547,0.8153846153846154,0.01841903300076746,0.01841903300076746,24
retained,62,51,169.644672,2455,140,187,1526.544879,340.0667648,13,8,iPhone,0,29.932252529411766,6.667975780392156,0.8225806451612904,0.005295315682281059,0.003258655804480652,327
retained,52,42,99.47693204,1647,23,0,6870.38493,4935.27358,2,0,iPhone,0,163.58059357142858,117.50651380952381,0.8076923076923077,0.0012143290831815423,0.0,23
retained,20,16,107.1669041,2122,199,49,3934.480968,3052.456596,29,19,iPhone,0,245.9050605,190.77853725,0.8,0.013666352497643733,0.008953817153628653,248
retained,24,21,246.5645934,289,154,0,3282.119441,2570.981183,3,3,iPhone,0,156.29140195238094,122.42767538095238,0.875,0.010380622837370242,0.010380622837370242,154
retained,1,1,45.99583272,369,144,0,4383.782798,3608.767933,12,9,Android,0,4383.782798,3608.767933,1.0,0.032520325203252036,0.024390243902439025,144
retained,27,24,361.8186741,2283,0,0,1008.158603,597.1595002,26,18,Android,0,42.00660845833333,24.881645841666668,0.8888888888888888,0.011388523872098117,0.00788436268068331,0
churned,32,28,348.6956092,18,175,260,4260.839125,1758.831444,13,7,iPhone,1,152.17282589285716,62.81540871428571,0.875,0.7222222222222222,0.3888888888888889,435
retained,206,165,278.3480634,1966,124,0,1079.310529,487.0434341,26,21,iPhone,0,6.541275933333334,2.9517783884848487,0.8009708737864077,0.013224821973550356,0.010681586978636826,124
retained,82,66,89.48254467,1120,128,19,2923.402679,977.1892564,24,24,iPhone,0,44.293979984848484,14.805897824242424,0.8048780487804879,0.02142857142857143,0.02142857142857143,147
retained,307,246,414.1020568,900,251,0,3932.155642,784.1534461,8,3,iPhone,0,15.984372528455285,3.1876156345528455,0.8013029315960912,0.008888888888888889,0.0033333333333333335,251
retained,342,274,659.7305917,1661,154,96,1715.00518,1227.570694,16,15,iPhone,0,6.25914299270073,4.48018501459854,0.8011695906432749,0.00963275135460566,0.009030704394942806,250
retained,20,16,559.3942524,2769,0,75,10466.22834,4201.070263,29,24,iPhone,0,654.13927125,262.5668914375,0.8,0.010473094980137234,0.00866738894907909,75
retained,83,66,388.012081,3339,0,40,3684.257546,2992.718731,6,2,iPhone,0,55.822084030303024,45.34422319696969,0.7951807228915663,0.0017969451931716084,0.0005989817310572028,40
churned,144,116,249.5783994,2136,335,17,1519.587381,317.3632385,6,5,iPhone,1,13.099891215517243,2.735889987068966,0.8055555555555556,0.0028089887640449437,0.0023408239700374533,352
retained,56,45,81.78800022,701,80,32,1514.858719,690.6129214,20,15,Android,0,33.66352708888889,15.34695380888889,0.8035714285714286,0.028530670470756064,0.021398002853067047,112
retained,89,71,503.4212092,1251,282,35,1490.422544,693.7553787,3,3,iPhone,0,20.99186681690141,9.77120251690141,0.797752808988764,0.002398081534772182,0.002398081534772182,317
retained,69,56,262.7826,3256,62,0,5986.997818,3556.919018,29,26,Android,0,106.91067532142857,63.516411035714285,0.8115942028985508,0.008906633906633907,0.007985257985257985,62
retained,82,66,83.27672808,3432,0,46,3441.208557,1728.553614,8,2,iPhone,0,52.13952359090909,26.19020627272727,0.8048780487804879,0.002331002331002331,0.0005827505827505828,46
retained,157,126,414.5853316,159,172,108,5232.856755,3934.514231,30,19,iPhone,0,41.530609166666665,31.22630342063492,0.802547770700637,0.18867924528301888,0.11949685534591195,280
churned,22,22,41.46421262,355,217,61,6440.145474,789.9426802,9,9,Android,1,292.73388518181815,35.906485463636365,1.0,0.02535211267605634,0.02535211267605634,278
retained,127,103,232.7157622,1345,85,6,716.6819347,305.5751238,30,25,Android,0,6.95807703592233,2.9667487747572814,0.8110236220472441,0.022304832713754646,0.01858736059479554,91
retained,0,0,238.2865436,3179,0,0,1996.55269,636.4516988,18,10,Android,0,0.0,0.0,0.0,0.005662157911292859,0.0031456432840515887,0
retained,56,50,140.4096753,3050,0,50,3600.603325,552.5102862,12,12,iPhone,0,72.0120665,11.050205724,0.8928571428571429,0.003934426229508197,0.003934426229508197,50
retained,31,25,55.64282104,2736,126,0,3436.141031,2628.664681,6,6,iPhone,0,137.44564124000001,105.14658724,0.8064516129032258,0.0021929824561403508,0.0021929824561403508,126
retained,35,35,114.1866779,559,88,126,1674.778093,171.6589314,4,4,Android,0,47.85080265714286,4.904540897142857,1.0,0.007155635062611807,0.007155635062611807,214
churned,106,92,124.400562,944,9,0,2974.744548,2323.982318,15,12,iPhone,1,32.33417986956522,25.260677369565215,0.8679245283018868,0.015889830508474576,0.012711864406779662,9
retained,6,5,196.2622674,1299,13,2,832.8182879,491.867653,29,22,iPhone,0,166.56365757999998,98.37353060000001,0.8333333333333334,0.022324865280985373,0.016936104695919937,15
retained,102,83,257.1420987,1925,129,0,1928.717335,1170.799409,12,12,iPhone,0,23.23755825301205,14.106016975903614,0.8137254901960784,0.006233766233766234,0.006233766233766234,129
retained,29,25,33.69556665,2972,55,11,3565.22944,2609.461718,15,14,iPhone,0,142.6091776,104.37846872,0.8620689655172413,0.0050471063257065945,0.004710632570659489,66
retained,341,279,670.4983414,2929,334,0,2285.475353,320.5742712,24,18,Android,0,8.19166793189964,1.1490117247311828,0.8181818181818182,0.008193922840559918,0.006145442130419939,334
retained,9,9,92.95157454,1663,255,0,2655.744945,1847.229775,28,20,iPhone,0,295.08277166666664,205.24775277777778,1.0,0.01683704149128082,0.012026458208057728,255
retained,517,416,535.1496285,1758,14,0,3557.424648,599.9072439,26,21,iPhone,0,8.551501557692308,1.4420847209134615,0.804642166344294,0.01478953356086462,0.011945392491467578,14
retained,7,6,86.50136692,450,88,25,10291.16845,1358.516684,0,0,iPhone,0,1715.1947416666665,226.41944733333332,0.8571428571428571,0.0,0.0,113
retained,1,1,413.5995667,3177,368,45,2907.974442,1130.350339,7,7,iPhone,0,2907.974442,1130.350339,1.0,0.0022033364809568774,0.0022033364809568774,413
retained,34,29,104.5827571,1613,0,0,3860.959792,2592.097497,23,19,iPhone,0,133.13654455172414,89.38267231034483,0.8529411764705882,0.01425914445133292,0.011779293242405457,0
churned,30,24,164.1073528,3269,19,215,4301.905555,646.5266517,25,22,iPhone,1,179.24606479166667,26.9386104875,0.8,0.007647598654022637,0.00672988681553992,234
retained,109,94,268.2669274,2851,136,0,3711.984043,2209.688159,31,23,Android,0,39.48919194680851,23.50732084042553,0.8623853211009175,0.010873377762188706,0.008067344791301298,136
retained,68,56,111.7787081,2503,68,12,1129.373711,455.6880995,30,19,Android,0,20.16738769642857,8.13728749107143,0.8235294117647058,0.011985617259288853,0.0075908909308829405,80
retained,89,72,141.4970327,1292,167,72,1772.137243,876.4156987,29,24,iPhone,0,24.61301726388889,12.172440259722222,0.8089887640449438,0.02244582043343653,0.018575851393188854,239
retained,92,77,386.1219116,1197,333,80,3295.133527,1390.753053,28,24,iPhone,0,42.79394190909091,18.06172796103896,0.8369565217391305,0.023391812865497075,0.020050125313283207,413
retained,16,16,40.77919419,361,325,13,3803.989666,2560.641396,15,15,iPhone,0,237.749354125,160.04008725,1.0,0.04155124653739612,0.04155124653739612,338
churned,21,18,115.9581057,2248,127,35,4781.144761,1070.197672,6,1,Android,1,265.6191533888889,59.45542622222222,0.8571428571428571,0.0026690391459074734,0.00044483985765124553,162
retained,104,86,154.9110275,3489,294,0,819.964132,515.4173404,5,5,iPhone,0,9.53446665116279,5.993224888372092,0.8269230769230769,0.0014330753797649756,0.0014330753797649756,294
retained,119,95,309.3379263,1208,25,86,3341.326409,922.5821967,2,0,iPhone,0,35.171856936842104,9.711391544210526,0.7983193277310925,0.0016556291390728477,0.0,111
churned,81,65,112.962934,1021,346,0,499.5686528,296.3169184,4,3,iPhone,1,7.685671581538461,4.5587218215384615,0.8024691358024691,0.0039177277179236044,0.002938295788442703,346
retained,26,21,151.5378354,1423,0,0,5972.746457,2826.397155,17,9,iPhone,0,284.41649795238095,134.59034071428573,0.8076923076923077,0.011946591707659873,0.006324666198172874,0
